"","V1","V2"
"14369","Togo"," Neomelaniconion lineatopenne"
"14370","Togo"," Polyleptiomyia albocephala"
"14371","Togo"," Pseudarmigeres argenteoventralis"
"14372","Togo"," Stegomyia aegypti"
"14373","Togo"," Stegomyia apicoargentea"
"14374","Togo"," Stegomyia dendrophilus"
"14375","Togo"," Stegomyia metallica"
"14376","Togo"," Uranotaenia balfouri"
"14377","Togo"," Uranotaenia cavernicola"
"14378","Togo"," Uranotaenia hopkinsi"
"14379","Togo"," Uranotaenia mashonaensis"
"14380","Togo"," Uranotaenia nigripes"
"14381","Togo"," Uranotaenia shillitonis"
"14382","Tonga","Aedimorphus vexans nocturnus"
"14383","Tonga"," Culex albinervis"
"14384","Tonga"," Culex annulirostris"
"14385","Tonga"," Culex kesseli"
"14386","Tonga"," Culex quinquefasciatus"
"14387","Tonga"," Culex sitiens"
"14388","Tonga"," Finlaya oceanica"
"14389","Tonga"," Ochlerotatus vigilax"
"14390","Tonga"," Stegomyia aegypti"
"14391","Tonga"," Stegomyia albopicta"
"14392","Tonga"," Stegomyia cooki"
"14393","Tonga"," Stegomyia kesseli"
"14394","Tonga"," Stegomyia tabu"
"14395","Tonga"," Stegomyia tongae"
"14396","Trinidad and Tobago","Aedeomyia squamipennis"
"14397","Trinidad and Tobago"," Anopheles apicimacula"
"14398","Trinidad and Tobago"," Anopheles aquasalis"
"14399","Trinidad and Tobago"," Anopheles argyritarsis"
"14400","Trinidad and Tobago"," Anopheles bellator"
"14401","Trinidad and Tobago"," Anopheles braziliensis"
"14402","Trinidad and Tobago"," Anopheles eiseni"
"14403","Trinidad and Tobago"," Anopheles homunculus"
"14404","Trinidad and Tobago"," Anopheles intermedius"
"14405","Trinidad and Tobago"," Anopheles maculipes"
"14406","Trinidad and Tobago"," Anopheles neomaculipalpus"
"14407","Trinidad and Tobago"," Anopheles nimbus"
"14408","Trinidad and Tobago"," Anopheles oswaldoi"
"14409","Trinidad and Tobago"," Anopheles punctimacula"
"14410","Trinidad and Tobago"," Anopheles strodei"
"14411","Trinidad and Tobago"," Anopheles triannulatus"
"14412","Trinidad and Tobago"," Coquillettidia fasciolata"
"14413","Trinidad and Tobago"," Coquillettidia venezuelensis"
"14414","Trinidad and Tobago"," Culex accelerans"
"14415","Trinidad and Tobago"," Culex amazonensis"
"14416","Trinidad and Tobago"," Culex americanus"
"14417","Trinidad and Tobago"," Culex atratus"
"14418","Trinidad and Tobago"," Culex azymus"
"14419","Trinidad and Tobago"," Culex bahamensis"
"14420","Trinidad and Tobago"," Culex bastagarius"
"14421","Trinidad and Tobago"," Culex bisulcatus"
"14422","Trinidad and Tobago"," Culex caudelli"
"14423","Trinidad and Tobago"," Culex comminutor"
"14424","Trinidad and Tobago"," Culex conservator"
"14425","Trinidad and Tobago"," Culex consolator"
"14426","Trinidad and Tobago"," Culex conspirator"
"14427","Trinidad and Tobago"," Culex contei"
"14428","Trinidad and Tobago"," Culex corniger"
"14429","Trinidad and Tobago"," Culex coronator"
"14430","Trinidad and Tobago"," Culex crybda"
"14431","Trinidad and Tobago"," Culex declarator"
"14432","Trinidad and Tobago"," Culex decorator"
"14433","Trinidad and Tobago"," Culex dunni"
"14434","Trinidad and Tobago"," Culex eastor"
"14435","Trinidad and Tobago"," Culex erraticus"
"14436","Trinidad and Tobago"," Culex evansae"
"14437","Trinidad and Tobago"," Culex habilitator"
"14438","Trinidad and Tobago"," Culex idottus"
"14439","Trinidad and Tobago"," Culex imitator"
"14440","Trinidad and Tobago"," Culex inflictus"
"14441","Trinidad and Tobago"," Culex inimitabilis"
"14442","Trinidad and Tobago"," Culex lucifugus"
"14443","Trinidad and Tobago"," Culex maracayensis"
"14444","Trinidad and Tobago"," Culex mollis"
"14445","Trinidad and Tobago"," Culex nigripalpus"
"14446","Trinidad and Tobago"," Culex originator"
"14447","Trinidad and Tobago"," Culex pedroi"
"14448","Trinidad and Tobago"," Culex pilosus"
"14449","Trinidad and Tobago"," Culex pleuristriatus"
"14450","Trinidad and Tobago"," Culex portesi"
"14451","Trinidad and Tobago"," Culex putumayensis"
"14452","Trinidad and Tobago"," Culex quinquefasciatus"
"14453","Trinidad and Tobago"," Culex rabanicola"
"14454","Trinidad and Tobago"," Culex serratimarge"
"14455","Trinidad and Tobago"," Culex simulator"
"14456","Trinidad and Tobago"," Culex spissipes"
"14457","Trinidad and Tobago"," Culex stonei"
"14458","Trinidad and Tobago"," Culex urichii"
"14459","Trinidad and Tobago"," Culex vomerifer"
"14460","Trinidad and Tobago"," Culex ybarmis"
"14461","Trinidad and Tobago"," Culex zeteki"
"14462","Trinidad and Tobago"," Deinocerites magnus"
"14463","Trinidad and Tobago"," Haemagogus celeste"
"14464","Trinidad and Tobago"," Haemagogus equinus"
"14465","Trinidad and Tobago"," Haemagogus janthinomys"
"14466","Trinidad and Tobago"," Haemagogus leucocelaenus"
"14467","Trinidad and Tobago"," Haemagogus spegazzinii"
"14468","Trinidad and Tobago"," Howardina fulvithorax"
"14469","Trinidad and Tobago"," Howardina ioliota"
"14470","Trinidad and Tobago"," Howardina sexlineata"
"14471","Trinidad and Tobago"," Isostomyia lunata"
"14472","Trinidad and Tobago"," Johnbelkinia ulopus"
"14473","Trinidad and Tobago"," Limatus asulleptus"
"14474","Trinidad and Tobago"," Limatus durhamii"
"14475","Trinidad and Tobago"," Mansonia indubitans"
"14476","Trinidad and Tobago"," Mansonia pseudotitillans"
"14477","Trinidad and Tobago"," Mansonia titillans"
"14478","Trinidad and Tobago"," Ochlerotatus fulvus"
"14479","Trinidad and Tobago"," Ochlerotatus oligopistus"
"14480","Trinidad and Tobago"," Ochlerotatus scapularis"
"14481","Trinidad and Tobago"," 'Ochlerotatus' sensu auctorum berlini"
"14482","Trinidad and Tobago"," 'Ochlerotatus' sensu auctorum berlini"
"14483","Trinidad and Tobago"," 'Ochlerotatus' sensu auctorum insolitus"
"14484","Trinidad and Tobago"," Ochlerotatus serratus"
"14485","Trinidad and Tobago"," Ochlerotatus taeniorhynchus"
"14486","Trinidad and Tobago"," Orthopodomyia fascipes"
"14487","Trinidad and Tobago"," Psorophora albipes"
"14488","Trinidad and Tobago"," Psorophora cilipes"
"14489","Trinidad and Tobago"," Psorophora cingulata"
"14490","Trinidad and Tobago"," Psorophora cyanescens"
"14491","Trinidad and Tobago"," Psorophora ferox"
"14492","Trinidad and Tobago"," Psorophora howardii"
"14493","Trinidad and Tobago"," Psorophora lineata"
"14494","Trinidad and Tobago"," Psorophora lutzii"
"14495","Trinidad and Tobago"," Psorophora saeva"
"14496","Trinidad and Tobago"," Runchomyia frontosa"
"14497","Trinidad and Tobago"," Runchomyia theobaldi"
"14498","Trinidad and Tobago"," Sabethes belisarioi"
"14499","Trinidad and Tobago"," Sabethes chloropterus"
"14500","Trinidad and Tobago"," Sabethes cyaneus"
"14501","Trinidad and Tobago"," Sabethes undosus"
"14502","Trinidad and Tobago"," Sallumia hortator"
"14503","Trinidad and Tobago"," Stegomyia aegypti"
"14504","Trinidad and Tobago"," Stegomyia albopicta"
"14505","Trinidad and Tobago"," Toxorhynchites guadeloupensis"
"14506","Trinidad and Tobago"," Toxorhynchites haemorrhoidalis"
"14507","Trinidad and Tobago"," Toxorhynchites mariae"
"14508","Trinidad and Tobago"," Toxorhynchites moctezuma"
"14509","Trinidad and Tobago"," Toxorhynchites superbus"
"14510","Trinidad and Tobago"," Trichoprosopon digitatum"
"14511","Trinidad and Tobago"," Trichoprosopon digitatum townsendi"
"14512","Trinidad and Tobago"," Uranotaenia geometrica"
"14513","Trinidad and Tobago"," Uranotaenia leucoptera"
"14514","Trinidad and Tobago"," Uranotaenia lowii"
"14515","Trinidad and Tobago"," Uranotaenia nataliae"
"14516","Trinidad and Tobago"," Uranotaenia typhlosomata"
"14517","Trinidad and Tobago"," Wyeomyia aporonoma"
"14518","Trinidad and Tobago"," Wyeomyia arthrostigma"
"14519","Trinidad and Tobago"," Wyeomyia autocratica"
"14520","Trinidad and Tobago"," Wyeomyia celaenocephala"
"14521","Trinidad and Tobago"," Wyeomyia felicia"
"14522","Trinidad and Tobago"," Wyeomyia grayii"
"14523","Trinidad and Tobago"," Wyeomyia lassalli"
"14524","Trinidad and Tobago"," Wyeomyia medioalbipes"
"14525","Trinidad and Tobago"," Wyeomyia melanocephala"
"14526","Trinidad and Tobago"," Wyeomyia pseudopecten"
"14527","Trinidad and Tobago"," Wyeomyia rorotai"
"14528","Trinidad and Tobago"," Wyeomyia scotinomus"
"14529","Trinidad and Tobago"," Wyeomyia splendida"
"14530","Trinidad and Tobago"," Wyeomyia trinidadensis"
"14531","Trinidad and Tobago"," Wyeomyia ulocoma"
"14532","Trinidad and Tobago"," Wyeomyia ypsipola"
"14533","Tunisia","Anopheles dthali"
"14534","Tunisia"," Anopheles labranchiae"
"14535","Tunisia"," Anopheles marteri"
"14536","Tunisia"," Anopheles sergentii"
"14537","Tunisia"," Anopheles superpictus"
"14538","Tunisia"," Culex deserticola"
"14539","Tunisia"," Culex hortensis"
"14540","Tunisia"," Culex impudicus"
"14541","Tunisia"," Culex laticinctus"
"14542","Tunisia"," Culex mimeticus"
"14543","Tunisia"," Culex perexiguus"
"14544","Tunisia"," Culex pipiens"
"14545","Tunisia"," Culex pusillus"
"14546","Tunisia"," Culex theileri"
"14547","Tunisia"," Culex univittatus"
"14548","Tunisia"," Culiseta annulata"
"14549","Tunisia"," Culiseta fumipennis"
"14550","Tunisia"," Culiseta longiareolata"
"14551","Tunisia"," Culiseta subochrea"
"14552","Tunisia"," Fredwardsius vittatus"
"14553","Tunisia"," Ochlerotatus berlandi"
"14554","Tunisia"," Ochlerotatus caspius"
"14555","Tunisia"," Ochlerotatus detritus"
"14556","Tunisia"," Ochlerotatus pulcritarsis"
"14557","Tunisia"," Orthopodomyia pulcripalpis"
"14558","Tunisia"," Stegomyia aegypti"
"14559","Tunisia"," Uranotaenia unguiculata"
"14560","Turkey","Acartomyia phoeniciae"
"14561","Turkey"," Acartomyia zammitii"
"14562","Turkey"," Aedes cinereus"
"14563","Turkey"," Aedimorphus vexans"
"14564","Turkey"," Anopheles algeriensis"
"14565","Turkey"," Anopheles claviger"
"14566","Turkey"," Anopheles hyrcanus"
"14567","Turkey"," Anopheles maculipennis"
"14568","Turkey"," Anopheles marteri"
"14569","Turkey"," Anopheles plumbeus"
"14570","Turkey"," Anopheles pulcherrimus"
"14571","Turkey"," Anopheles sacharovi"
"14572","Turkey"," Anopheles superpictus"
"14573","Turkey"," Coquillettidia richiardii"
"14574","Turkey"," Culex hortensis"
"14575","Turkey"," Culex laticinctus"
"14576","Turkey"," Culex martinii"
"14577","Turkey"," Culex mimeticus"
"14578","Turkey"," Culex modestus"
"14579","Turkey"," Culex perexiguus"
"14580","Turkey"," Culex pipiens"
"14581","Turkey"," Culex pusillus"
"14582","Turkey"," Culex territans"
"14583","Turkey"," Culex theileri"
"14584","Turkey"," Culex tritaeniorhynchus"
"14585","Turkey"," Culiseta annulata"
"14586","Turkey"," Culiseta fumipennis"
"14587","Turkey"," Culiseta longiareolata"
"14588","Turkey"," Culiseta morsitans"
"14589","Turkey"," Dahliana echinus"
"14590","Turkey"," Dahliana geniculata"
"14591","Turkey"," Ochlerotatus annulipes"
"14592","Turkey"," Ochlerotatus caspius"
"14593","Turkey"," Ochlerotatus communis"
"14594","Turkey"," Ochlerotatus detritus"
"14595","Turkey"," Ochlerotatus dorsalis"
"14596","Turkey"," Ochlerotatus excrucians"
"14597","Turkey"," Ochlerotatus flavescens"
"14598","Turkey"," Ochlerotatus lepidonotus"
"14599","Turkey"," Ochlerotatus nigrocanus"
"14600","Turkey"," Ochlerotatus pulcritarsis"
"14601","Turkey"," Ochlerotatus refiki"
"14602","Turkey"," Ochlerotatus rusticus"
"14603","Turkey"," 'Ochlerotatus' sensu auctorum versicolor"
"14604","Turkey"," Orthopodomyia pulcripalpis"
"14605","Turkey"," Rusticoidus rusticus subtrichurus"
"14606","Turkey"," Stegomyia aegypti"
"14607","Turkey"," Stegomyia albopicta"
"14608","Turkey"," Stegomyia cretina"
"14609","Turkey"," Uranotaenia unguiculata"
"14610","Turkistan","Ochlerotatus Subgenus uncertain pulcritarsis asiaticus"
"14611","Turkmenistan","Anopheles claviger"
"14612","Turkmenistan"," Anopheles hyrcanus"
"14613","Turkmenistan"," Anopheles multicolor"
"14614","Turkmenistan"," Anopheles superpictus"
"14615","Turkmenistan"," Culex pipiens"
"14616","Turkmenistan"," Culex pusillus"
"14617","Turkmenistan"," Culex tritaeniorhynchus"
"14618","Turkmenistan"," Culex univittatus"
"14619","Turkmenistan"," Culiseta alaskaensis indica"
"14620","Turkmenistan"," Culiseta subochrea"
"14621","Turks and Caicos Islands","Ochlerotatus tortilis"
"14622","Tuvalu","Aedimorphus vexans"
"14623","Tuvalu"," Aedimorphus vexans nocturnus"
"14624","Tuvalu"," Culex annulirostris"
"14625","Tuvalu"," Culex quinquefasciatus"
"14626","Tuvalu"," Culex sitiens"
"14627","Tuvalu"," Stegomyia aegypti"
"14628","Tuvalu"," Stegomyia albopicta"
"14629","Tuvalu"," Stegomyia polynesiensis"
"14630","Tuvalu"," Stegomyia scutellaris"
"14631","Uganda","Aedeomyia africana"
"14632","Uganda"," Aedeomyia furfurea"
"14633","Uganda"," Aedimorphus abnormalis kabwachensis"
"14634","Uganda"," Aedimorphus alboventralis"
"14635","Uganda"," Aedimorphus cumminsii"
"14636","Uganda"," Aedimorphus domesticus"
"14637","Uganda"," Aedimorphus fowleri"
"14638","Uganda"," Aedimorphus gibbinsi"
"14639","Uganda"," Aedimorphus holocinctus"
"14640","Uganda"," Aedimorphus leptolabis"
"14641","Uganda"," Aedimorphus natronius"
"14642","Uganda"," Aedimorphus pubescens"
"14643","Uganda"," Aedimorphus semlikiensis"
"14644","Uganda"," Aedimorphus stenoscutus"
"14645","Uganda"," Aedimorphus tricholabis bwamba"
"14646","Uganda"," Aedimorphus wigglesworthi"
"14647","Uganda"," Albuginosus capensis"
"14648","Uganda"," Albuginosus marshallii"
"14649","Uganda"," Albuginosus stokesi"
"14650","Uganda"," Anopheles arabiensis"
"14651","Uganda"," Anopheles ardensis"
"14652","Uganda"," Anopheles brohieri"
"14653","Uganda"," Anopheles bwambae"
"14654","Uganda"," Anopheles christyi"
"14655","Uganda"," Anopheles cinereus"
"14656","Uganda"," Anopheles coustani"
"14657","Uganda"," Anopheles cydippis"
"14658","Uganda"," Anopheles domicola"
"14659","Uganda"," Anopheles funestus"
"14660","Uganda"," Anopheles gambiae"
"14661","Uganda"," Anopheles garnhami"
"14662","Uganda"," Anopheles gibbinsi"
"14663","Uganda"," Anopheles hancocki"
"14664","Uganda"," Anopheles hargreavesi"
"14665","Uganda"," Anopheles implexus"
"14666","Uganda"," Anopheles keniensis"
"14667","Uganda"," Anopheles kingi"
"14668","Uganda"," Anopheles leesoni"
"14669","Uganda"," Anopheles maculipalpis"
"14670","Uganda"," Anopheles marshallii"
"14671","Uganda"," Anopheles moucheti"
"14672","Uganda"," Anopheles natalensis"
"14673","Uganda"," Anopheles nili"
"14674","Uganda"," Anopheles obscurus"
"14675","Uganda"," Anopheles paludis"
"14676","Uganda"," Anopheles pharoensis"
"14677","Uganda"," Anopheles pretoriensis"
"14678","Uganda"," Anopheles quadriannulatus"
"14679","Uganda"," Anopheles rhodesiensis"
"14680","Uganda"," Anopheles rivulorum"
"14681","Uganda"," Anopheles rufipes"
"14682","Uganda"," Anopheles squamosus"
"14683","Uganda"," Anopheles symesi"
"14684","Uganda"," Anopheles tenebrosus"
"14685","Uganda"," Anopheles wellcomei"
"14686","Uganda"," Anopheles ziemanni"
"14687","Uganda"," Catageiomyia hopkinsi"
"14688","Uganda"," Catageiomyia insolens"
"14689","Uganda"," Catageiomyia irritans"
"14690","Uganda"," Catageiomyia mutila"
"14691","Uganda"," Catageiomyia phyllolabis"
"14692","Uganda"," Catageiomyia smithburni"
"14693","Uganda"," Catageiomyia tarsalis"
"14694","Uganda"," Cellia wellcomei ugandae"
"14695","Uganda"," Coquillettidia aurea"
"14696","Uganda"," Coquillettidia aurites"
"14697","Uganda"," Coquillettidia cristata"
"14698","Uganda"," Coquillettidia fraseri"
"14699","Uganda"," Coquillettidia fuscopennata"
"14700","Uganda"," Coquillettidia maculipennis"
"14701","Uganda"," Coquillettidia metallica"
"14702","Uganda"," Coquillettidia microannulata"
"14703","Uganda"," Coquillettidia pseudoconopas"
"14704","Uganda"," Coquillettidia versicolor"
"14705","Uganda"," Culex acrostichalis"
"14706","Uganda"," Culex albiventris"
"14707","Uganda"," Culex andersoni"
"14708","Uganda"," Culex andersoni bwambanus"
"14709","Uganda"," Culex andreanus"
"14710","Uganda"," Culex annulioris"
"14711","Uganda"," Culex bitaeniorhynchus"
"14712","Uganda"," Culex chorleyi"
"14713","Uganda"," Culex cinerellus"
"14714","Uganda"," Culex cinereus"
"14715","Uganda"," Culex duttoni"
"14716","Uganda"," Culex fimbriforceps"
"14717","Uganda"," Culex grahamii"
"14718","Uganda"," Culex guiarti"
"14719","Uganda"," Culex hancocki"
"14720","Uganda"," Culex hopkinsi"
"14721","Uganda"," Culex ingrami"
"14722","Uganda"," Culex insignis"
"14723","Uganda"," Culex invidiosus"
"14724","Uganda"," Culex invidiosus vexillatus"
"14725","Uganda"," Culex kanyamwerima"
"14726","Uganda"," Culex kilara"
"14727","Uganda"," Culex kingianus"
"14728","Uganda"," Culex macfiei"
"14729","Uganda"," Culex mongiro"
"14730","Uganda"," Culex moucheti"
"14731","Uganda"," Culex musarum"
"14732","Uganda"," Culex neavei"
"14733","Uganda"," Culex ninagongoensis"
"14734","Uganda"," Culex ornatothoracis"
"14735","Uganda"," Culex poicilipes"
"14736","Uganda"," Culex pruina"
"14737","Uganda"," Culex pruina eschirasi"
"14738","Uganda"," Culex pseudopruina"
"14739","Uganda"," Culex quasiguiarti"
"14740","Uganda"," Culex quinquefasciatus"
"14741","Uganda"," Culex rubinotus"
"14742","Uganda"," Culex salisburiensis"
"14743","Uganda"," Culex semibrunneus"
"14744","Uganda"," Culex shoae ugandae"
"14745","Uganda"," Culex simpliciforceps"
"14746","Uganda"," Culex subaequalis"
"14747","Uganda"," Culex subrima"
"14748","Uganda"," Culex tenagius"
"14749","Uganda"," Culex terzii"
"14750","Uganda"," Culex toroensis"
"14751","Uganda"," Culex toroensis macrophyllus"
"14752","Uganda"," Culex trifilatus"
"14753","Uganda"," Culex trifilatus aenescens"
"14754","Uganda"," Culex trifoliatus"
"14755","Uganda"," Culex univittatus"
"14756","Uganda"," Culex vansomereni"
"14757","Uganda"," Culex vansomereni elgonicus"
"14758","Uganda"," Culex watti"
"14759","Uganda"," Culex wigglesworthi"
"14760","Uganda"," Culex zombaensis"
"14761","Uganda"," Culiseta fraseri"
"14762","Uganda"," Diceromyia furcifer"
"14763","Uganda"," Elpeytonius simulans"
"14764","Uganda"," Eretmapodites chrysogaster"
"14765","Uganda"," Eretmapodites corbeti"
"14766","Uganda"," Eretmapodites dracaenae"
"14767","Uganda"," Eretmapodites gilletti"
"14768","Uganda"," Eretmapodites grahami"
"14769","Uganda"," Eretmapodites haddowi"
"14770","Uganda"," Eretmapodites harperi"
"14771","Uganda"," Eretmapodites inornatus"
"14772","Uganda"," Eretmapodites intermedius"
"14773","Uganda"," Eretmapodites mahaffyi"
"14774","Uganda"," Eretmapodites oedipodeios"
"14775","Uganda"," Eretmapodites parvipluma"
"14776","Uganda"," Eretmapodites penicillatus"
"14777","Uganda"," Eretmapodites productus"
"14778","Uganda"," Eretmapodites quinquevittatus"
